text,label
"Tulip Mazumdar, Global Health Correspondent Tulip Mazumdar, and Tulip Mazumdar are investigating a new",0
Four British soldiers who tried to smuggle guns and drugs into Britain have been jailed for six months.,1
A man is critically injured in the blast at the industrial estate in north Belfast in the summer of 2012.,1
"A new Marine Centre in East Lothian is to be unveiled next year, the Scottish government has said.",1
imposed sanctions on 13 senior officials in the region as pressure mounts on Nicolás Maduro ahead of a controversial vote,0
Ajax have signed midfielder Tessel Middag on a three-year deal.,1
A replica of a bowling club at the County Durham museum is being replicated at the Museum of Bowling.,1
Brexit Secretary David Davis has said the Irish border issues are not resolved in the first stage of the negotiations with the EU.,1
"A group of Liverpool fan groups has said they have to discuss ""safe standing"" or ""the conversation happening around them"" in the future.",1
"Ulster, 14-year-old Ulster, beat Newport Gwent Dragons 2-1 on friday. Ulster's try secured",0
"Twitter's censored messaging app Telegram is reportedly being censored, according to IS.",1
"Ein Flugzeug hat beim Fluges einen Notausflug nach Problemen bei den nose wheels gemacht, nachdem es Schwierigkeiten",0
Police are investigating the rape of a woman in the city's Southside.,1
"Laura Muir said she's been ""gutted"" to be ""gutted"" to miss April's Commonwealth Games.",1
Lifeguards will patrol a popular beach on the South Coast this summer after seven men drowned last year.,0
Those rapists and other sex offenders in England and Wales are being urged to recognise their psychological harm.,1
"has ""emphatically denied"" Prince Andrew had sexual contact with a woman who claims she was forced to have sex with",0
FTSE 100 index recorded its biggest weekly loss this year after manufacturing figures in China exacerbated economic fears,1
Wales will play Wales at the World Cup in the summer of 2017. McBryde will play Wales at the World Cup in the summer of 2017.,1
"Diego Costa, who joined Chelsea in the summer of 2012, has been linked with the move to Croatian champions Dinamo Zagreb",1
Yannick Bolasie hat seinen neuen Vertrag auf drei Jahre und demi-year bei Selhurst Park abgeschlossen.,0
has been suspended on full pay since February 2016. BBC Wales understands that head of the patients' watchdog has been suspended on full,0
Edinburgh's city centre has been hit hardest by speed restrictions after councillors approved plans to speed up its speed limit in October.,1
Leicester University researchers have shown that it might be possible to develop an alternative to antibiotics for treating diseases in pigs.,1
Israel's Prime Minister Benjamin Netanyahu opens Holocaust exhibition in southern Poland at the Auschwitz Nazi death camp site,1
Scotland head coach Vern Cotter praises his side's performances as they beat Japan 21-16 at home to Japan in Tokyo.,1
Conwy is a medieval town that is regarded as one of the most dangerous and dangerous places to visit in the world.,1
A Romanian man sentenced to life in prison has been sentenced to life in jail.,1
"Facebook hat bestätigt, dass es einen post on its site, der Namen und Fotos von Personen beinhaltet, die wegen anti-social",0
"could serve as Welsh government ministers in a bid to expand the talent pool, says the Institute of Chartered Accountants in England and",0
"Russland ist nicht das einzige Land mit systemischen Dopingproblemen, sagt der Chairman des UK Athletics, Ed Warner.",0
"the French nationality. to act tough after November's attacks, France's President, Francois Hollande, finds himself trapped",0
A County Tyrone missionary who was shot and killed in a car crash has said she will return to fight for justice.,1
Scotland striker Leigh Griffiths will be out for Scotland on Sunday but he has yet to score for Scotland.,1
a bin lorry in Edinburgh struck a 85-year-old woman in a bin lorry.,0
Championship leaders Oldham extended their hopes of reaching the League One quarter-finals as Curtis Main's third-half equaliser sealed,1
Lawn Tennis Association (LTA) has been investing £250m in a £25m project to improve its facilities.,1
ster resisted a spirited Cardiff Blues revival to strengthen their position at the top of the Pro12 table.,0
"Childline said: ""We are shocked to find that children are experiencing suicidal thoughts in Northern Ireland. ""We are shocked to find",1
", Wales' only children's hospital can play outside for the first time, thanks to a new purpose-built garden.",0
"Baidu has unveiled a digital assistant for Baidu, the world's largest search engine.",1
Nato ended its 13-year combat mission in Afghanistan - the first of its kind in the history of fighting in Afghanistan.,1
the last woolly mammoth to walk the Earth were so wracked with genetic disease that they lost their sense of smell,0
A man charged with attempted murder and kidnapping is accused of attempting to kidnap.,0
A defence of the realm is often cited as the first duty of government. It is often cited as the first duty of government.,1
Ein öffentlich spending watchdog hat „serious concerns” over the financial control of East Dunbartonshire Council veröffentlicht.,0
"Nigel Farage has been hired as a commentator for Fox News, the network announced.",1
ITV2 is a channel that broadcasts live on the ITV network. Its channel is based in the city of Griffin.,1
"on the mountain of Snowdonia deemed ""at risk"" have taken a step forward.",0
"China hat entschieden abgelehnt, wenn es beim International Tribunal entschieden hat, dass seine Ansprüche auf Rechte in der Südchi",0
"Nicola Adams said: ""We are delighted with the trainer Virgil Hunter, the trainer Virgil Hunter, and the",1
"ITV employees are planning a 24-hour strike outside the broadcaster's annual meeting, in dispute over pay.",1
Kevin Pietersen smashed a second successive hundred in South Africa's Ram Slam T20,1
crocodiles have reportedly escaped from a farm in the far north of south africa.,0
"Spieler, die anzeigen auf den T-Shirts unter ihren strips hinweisen, sind kritisiert, wenn sie sich",0
Ein ehemaliger Volkswagen Executive hat pleaded guilty for his role in the German automaker's scheme to cheat US emissions requirements for diesel,0
US Secretary of State John Kerry has said the visit is aimed at meeting rebels in Syria.,1
"FC Hull FC secured a second convincing win in the super league, scoring seven tries in a stunning victory against Cata",0
"Myanmar has signed a truce with eight rebel groups, hoping to end decades of conflict.",1
Die Konfederation of African Football (Caf) has signed a new main sponsor for its top club and national team competitions for,0
"Osteoporosis is a condition that can affect bones in the elderly, researchers say.",1
83-year-old car owner Darren Smith has been reunited with the vintage car he drove in the 1950s.,1
Islamic State militants in Sinai say they have carried out an attack on an Egyptian naval vessel in the Mediterranean Sea.,1
"Ein Brustchirurg, der bei gezielter wound wound wound wound wound wound wound wound wound wound wound wound wound wound wound wound wound wound wound wound wound",0
One in six cancers - two million a year globally - are caused by largely treatable or preventable infections.,1
Burnley's hat-tricks earned a 2-1 victory over Blackburn,1
Stormont parties have argued that they are not willing to negotiate with the parties to negotiate with the parties.,1
Jo Pavey became the oldest woman ever to claim gold in a European Championships.,0
"Roy Keane hat ne hésitiert, wenn er hat gesagt, dass er wolle sein, wenn",0
Royal Dutch Shell rebelebt plans to drill for petrol in the Arctic in a move likely to intensify its battle with environmentalists,0
"Rod Temperton, britischer songwriter best known for Michael Jackson's Thriller and Rock With You, dies.",0
Dairy farmers are farmers who are farmers who are farmers who are farmers who are farmers who are farmers who are farmers who are farmers who are,1
has offered to unlock a new iPhone for police after revealing it could access the handset used by San Bernardino killer Syed Far,0
Rangers board member John Gilligan is voted on in a vote to be voted on.,1
Stephen O'Flynn scored a hat-trick in the first half as Crusaders threw the,1
"Ein 16-year-old boy, 16 und 21-year-old man, wurden nach dem fatalstabbed man, ein 16-year",0
"A study published in the journal Public Policy found that most people cannot name any of their local councillors, and are dissatisfied",1
"Roughyeds won the Challenge Cup in the first round, defeating Hull KR.",1
Samantha Murray recovered from a difficult start to remain on course for a first individual European pentathlon title.,0
Graham Taylor - but by many for his unfulfilling spell in charge of England - will be remembered by many for his un,0
Izzat Artykov has been banned from the Olympics for two days and banned from the Olympics.,1
"in foster care in Scotland are being moved too often, according to a campaign group.",0
A couple were trapped in a lorry when a coal lorry landed in the house.,1
Serena Williams' win at the Australian Open in January was sublime. Serena Williams' win at the Australian Open in January was,0
", Portugal, and Wales lost their semi-final in the Champions League semi-final at the Euro 2016 Championship.",0
"Die One Laptop per Child Organisation wurde mit einem Fördergeld von 5,6mn (£3.5m) ausgestattet, um eine Tablet-Ver",0
"BP hat einige non-essentiale Mitarbeiter aus operativen operationen in Libya retrase, nachdem BP",0
Roger Federer beat Richard Gasquet to seal the first Davis Cup triumph of the year. Federer hat dies während des,0
post office in Glasgow. two men have stolen a five-figure sum of money during a armed robbery,0
"Neil Warnock, Cardiff City boss at Neil Warnock, confirms he will start discussing new contract for midfielder Peter Whit",0
"Theresa May's programme for government looks like she's a ""serious"" candidate for prime minister.",1
"Roger Moore starred in a new movie celebrating the Olympics in London, where he is pictured",1
"Joe Thompson has signed a six-month contract with League One side Rochdale, returning to the club with which he began his career",0
a suburb of Edinburgh. Police have launched a fresh appeal for information on the body of a woman.,0
", Brexit and growing patient demand are all leading to a ""perfect storm"" for nursing staff in Scotland.",0
"Alzheimer's disease is the most common cause of death in people who are stroked, heart attacks and strokes.",1
A man died in a car crash in Greater Manchester on Friday. He was taken to hospital.,1
Craig will join the St Johnstone side in the summer of 2019. Craig will join the St Johnstone side in the summer of 2019.,1
BBC Radio 4's BBC Radio 4's BBC Radio 4's BBC Radio 4's BBC Radio 4's BBC Radio 4',1
"Lithuania was ruled wrong to bar former President Rolandas Paksas from running for parliament in 2004, after he was ousted",1
A 16-year-old girl is being detained after being attacked by police officer in the Dundee Sheriff Court.,1
Belfast Police have said they are investigating an attack on a primary school in the city centre.,1
Hundreds of people are being warned to avoid ice and snow in the Scottish Borders.,1
"Thailand has been banned from flying indefinitely, the International Civil Aviation Organization (ICAO) said.",1
178 athletes from 178 different nations are to be represented in the Great North Run on Sunday.,1
"Irishman's body was found on the island of Cork on Friday night. He was shot and killed in the incident, the Irish Independent",1
"Vier Buch Buchstaben in burnished steel sind fest an den Art von bare metal rack, die man in jedes amerikanischen Lager",0
Birmingham City have signed Dundee's Greg Stewart on a three-year deal.,0
"the last couple of weeks, the world has woken up to the horrific trade of human beings conducted in the seas of South",0
"Tony Blair said he was ""shocked"" by Miliband's dispute with the Unite Union.",1
Two men and one woman are seriously ill in hospital after a fire in the east end of Glasgow.,1
"Craig Shakespeare, manager of Leicester City caretaker boss Craig Shakespeare, is ""out of order"" because he wants to replace Claudio Ran",0
"yw un o'r ymweld a nhw ar draws y byd yn 2017,",1
Donald Trump's motorcade sweeps through Brussels on a tour of the landmarks of post-war reconstruction - and diplomatic cal,1
"Ein newborn baby girl hat wurde gefunden nah zu einem Geschäftsgebäude in Rathcoole, County Dublin.",0
Wales Under-20 Grand Slam winners Shaun Evans and Dafydd Hughes have signed professional contracts with the club.,1
Die High Court in Belfast hat die Ablehnung eines landmark legal challenge against Brexit.,0
Hackers in the US have been banned from releasing software for security reasons. They have also been banned from releasing software for security reasons.,1
Southern Rail's latest attempt to stop strikes on its network has been branded meaningless by unions.,1
"Sir Andrew Davis, the world famous conductor Sir Andrew Davis, is one of the most familiar faces at the Proms.",0
"Ein schizophrenier, der in a psychiatrischer Form stabbed a train passenger repeatedly after",0
"Cornish Pirates head coach Mark McMahon said: ""We are delighted with the club's success. ""We are delighted",1
Wales are ranked second in the world in the last eight of the Euro 2016 qualifying tournament and fifth in the world in the last eight.,1
"Mehr teachers are facing abuse on social media, warns a teachers' union. More teachers are facing abuse on social media, says",0
Ben Woodburn eclipses Michael Owen as the youngest goalscorer at the club's anfield stadium. the reds edged,0
"A teenager is ""stable and improving"" in hospital after his prototype powerboat crashed and overturned in the Solent.",0
"President Barack Obama hat ersucht Kenya, ""visible"" trials to tackle corruption zu führen, die er als ""bigg",0
Hundreds of people have attended a vigil at the spot where a man was shot dead in a police operation,1
and the University of Ulster have said serious decisions need to be taken over the future funding of higher education in Northern Ireland.,0
"hopes Brexit won't weaken Britain and London's role as a financial centre, according to the EU's envoy",0
Henrik Stenson won Wyndham Championship to claim his first title since The Open last year.,0
is caught up in a privacy storm after it admitted reading the Hotmail inbox of a blogger while pursuing a software leak,0
women matched their male counterparts and secured big win over New Zealand as they sealed a 3-0 series victory over the world champions,0
A report by the House of Lords said it would encourage fishing to thrive in the EU.,1
"A teenager is accused of selling fake tickets for Bestival on the Isle of Wight, County Tyrone.",1
CCTV images showed two women in a parked car outside a music venue in the city.,1
"British industry will lead the production of Solar Orbiter (SolO), a spacecraft that will travel closer to the Sun than any",1
"a robotic arm, designed to improve surgical operations, and inspired by the octopus.",0
"Die Rückkehr Hearts to Scotland is ""good"" for the top flight, according to SPFL chief executive Neil Doncaster.",0
"Die Zahl der Kinder, die im NHS wegen gender identity issues behandelt sind, hat sich in den letzten Jahren deutlich erhöht.",0
a car crash into a house in west Sussex and caused a gas leak. Un man has been disqualified from driving for,0
"Guernsey's PR and advertising spending has been down to £1.8m, according to BBC figures.",1
"- two men and one woman - form the centrepiece of Heroes' Acre, the monument to Zimbabwe's fallen.",0
"Gilmour, son of Pink Floyd guitarist David Gilmour, was unaware he was swinging from the Cenotaph",0
"Barnsley FC's manager and former club manager Darren Woods said: ""We are delighted to be honoured with such an award.""",1
Burkina Faso coach Paulo Duarte says he has not been concerned about the number of injured players at the African Nations,1
"A vein of blue-john stone has been discovered in the city of Derbyshire, where it was discovered 150 years ago.",1
Scotch whisky whisky is the world's biggest whisky whisky whisky whisky whisky whisky whisky whisky,1
Susie Wolff will join the Williams team in the summer of 2018 as a test driver.,1
"Die Leben hat ziemlich gut gesehen, als Dutee Chand letzten Juli.",0
Die Vorsitzende der inquiry into historical child abuse hat angekündigt zwei schlüssel date für die Veröffentlichung des letzten,0
"Mike Tyson says he has been ""disappointing"" to boxing in the Olympics.",1
"Celtic are aiming to be ""fired up"" for next season's Premiership title, according to Leigh Griffiths.",1
Newport chairman Gavin Foxall says board consultad the players before opting to sack manager Graham Westley.,0
Nigeria's presidential election is expected to be contested in a series of presidential electiones.,1
"Darüber hinaus wurde mehr als 3,5 Millionen Male gesehen, als ein poster urging parents to not use the police to scare their children",0
Russian police raided 25 premises in Moscow and St Petersburg linked to Aum Shinrikyo.,1
"In New Mexico, USA, entdeckte a massive video game burial site, die er erlitt.",0
Germany's hopes of a fourth consecutive European Championship title are over as the Germans face Denmark in the Euro 2017 quarter-final.,1
", and the body was buried at sea. Some Muslims argue there is no good reason for not burying it on land.",0
"Police have apologised for making a ""crime scene"" featuring a naked dead woman in a sandcastle",1
have been awarded the bravery of three pensioners - all over 70 - after they tackled a burglar.,0
Cheshire Council's physiotherapist has rejected a call to resign after his physiotherapist's firm refused to pay,1
scored a 90th minute Alex Schalk goal to give Ross County the lead in the first half. Ross County beat Hiber,0
"a new study shows, half in just 4 countries - China, India, the USA and Russia.",0
"CIA Secretary of State John Kerry has said the hack is a ""crime"" and the hack is a ""crime"".",1
"Liam Heath, the 200m Olympic champion at the Canoes, won his first race of the season at the Canoe",0
Aid workers say fighting in Yemen has made it virtually impossible to ship humanitarian supplies to key harbour when the country is at risk of f,0
Byrne scored a hat-trick in the first game against Newport on Tuesday.,1
"Ein bid, um zu fördern Wandern und Fahrradfahren in Dumfries zu erkunden, ist die Suche nach öffentlicher Feedback",0
England beat Belgium in their final match of the Women's Euro 2017 qualifying qualifiers in the final match of their Women's Euro 2017 qualifi,1
Joey Barton will return to full-time training following a suspension from Rangers.,1
US Secretary of State John Kerry has been set up to discuss Russia's future in a series of diplomatic moves in the wake of a,1
"security forces are using sexual violence against detainees, according to the International Federation for Human Rights.",0
"The Daily Show, whose host Jon Stewart is retiring after 16 years at the helm, is a comedy programme.",0
Jimmy Perry's show was aired on BBC One and was aired on BBC One.,1
"s head coach Kingsley Jones says he has ""very good chance"" to be picked by Wales.",0
Steven Naismith has been linked with Norwich City's upcoming promotion to the Championship.,1
: : : : : : : : : : : : : :,0
"England and Wales need a ""profound culture change"" to tackle the inmate safety problem, the report said.",1
a spectator stand has started at the home of Northampton Saints rugby club.,0
"Shinzo Abe visited several memorials in Hawaii, ahead of a visit to Pearl Harbor, the US naval base attacked by the Japanese",0
England beat New Zealand 64-17 in the final of the World Under-20 Championship in Tbilisi.,1
"teachers and school leaders in England and Wales are on the verge of a ""national crisis"" in teacher numbers.",0
Papua New Guinea Prison guards shot dead 17 inmates after mass breakout at Buimo prison in Papua New Guinea,1
Andries Strauss will join Scotland at the end of this season as the club prepares to move to Edinburgh.,1
"Kenya's opposition leader, Raila Odinga, says he will seek a legal challenge in the case of last week's",1
"Facebook has confirmed it is opening up its Messenger service to third-party developers, allowing them to add functions of their own.",1
Graham Dawe believes the County Championship final will be moved to Twickenham in the autumn.,1
Ulster Farmers Union (UFU) has said it is dissatisfied with the aid package announced by the European Commission.,1
United Nations officials are considering revealing the names of two people suspected of committing war crimes in Syria,1
have signed former goalkeeper Craig MacGillivray on one-year deal.,0
", the UN, and the UN have accused security forces in Myanmar of committing serious human rights abuses.",0
"A teenager ""obsessed"" with knives who bragged about stabbing one boy in south-east London has been jail",0
"will deploy special forces to Iraq to build pressure on Islamic State militants, a US official has said.",0
"Ein Krebssurvivor, 12 Jahren, fordert mehr Menschen, die Blut zu geben, weil die Zahl der neuen Geber um 40",0
Die Rettungsdienste erhielt gerufen zur Stelle eines in Aberdeen in Brand. Es hielt ein Feuer.,0
Ein Film erzählt the story of how the 1984-85 Miners Strike united two völlig disparate sections of society received its West End premiere,0
"of fraud in a fraud ring of car insurance ""does not agree"" with claims relating to personal injury,",0
"Martin O'Neill, manager of Republic of Ireland, was happy with the team's display in the draw against the Netherlands in the Euro 2016",0
Ed Sheeran is a renowned singer who is regarded as one of the most talented singers of all time.,1
"A school has changed its name from ""Isis"" because the word has become associated with the so-called Islamic State.",0
"Scottish interior fitters have said they are reviewing the long-term vision, mission and strategy of the Scottish government.",1
stabbed her lodger during row over missing £21 in a £21 stabbed row over missing £21.,0
Britain's Kyle Edmund is through to the second round of the China Open following a straight-sets win over Spain's Guiller,1
A man who stabbed a solicitor in a car crash has been sentenced to life.,1
"Leeds could be closed for traffic reasons in the city centre, the city council said on Tuesday.",1
Nato hat formally beendet ihre 13-year combat mission in Afghanistan - annexed the launch of a new,0
"could be exposed to water contaminated with arsenic, says a study.",0
Bournemouth's striker Joshua King insists Cherries are not focusing too much on the rest of their season.,1
"A large number of bags have been tampered with at the Cumberland Infirmary, Carlisle.",1
Ikea is recalling a beach chair sold in the UK after reports that it can collapse and cause injury.,0
Norwich City have signed winger Yanic Wildschut and Ajax left-back Mitchell Dijks for £7m.,1
South Africa coach Mashaba said the team was not responsible for poor results in the 2017 Africa Cup of Nations qualifiers.,1
"Asda said it would increase its price to £30m, and to increase its price to £30m, it said.",1
"Rosberg was the fastest driver in the world in the Grand Prix qualifying round, and Nico Rosberg was the fastest driver in the world in the",1
Cathedral in Leicester has defended its decision to stage Shakespeare's Richard III a few feet from the monarch's final resting place,0
the Bernabeu - the stadium just keeps going up and up for what feels like forever.,0
Die meisten Menschen schließen heartprobleme - und insbesondere cardiac arrest - mit älteren Personen zusammen.,0
Toulon have said they want to move to England to play in the English Premiership.,1
Man Booker's prize will be awarded to British author Neel Mukherjee.,1
British horse racing is to investigate after the wrong horse won a race at odds of 50-1.,1
Wolves midfielder Conor Coady is set to play a first-team game at Anfield on Saturday.,1
England need to win all three games of the series to retain the Women's Ashes,1
"Morecambe should not be tampered despite sitting top of League Two, says Shrimps boss Jim Bentley.",0
"NHS staff at 111 centres, GP clinics and pharmacies say they are facing unprecedented pressure.",1
"the role of Welsh MPs should be dealt with with caution, says one former Welsh secretary.",0
"s as there were south of the border, and Scotland's top flight enjoyed one of its most lively transfer windows for some time.",0
Belfast City Council has suspended a conference to discuss the murders of Charlie Hebdo.,1
A rare Ferrari car worth £10m was given a parking ticket after the owners rolled it into a Mews to take some photos,1
Eine der wichtigsten Beiträge Europas zu dem James Webb Space Telescope (JWST) ist die Bau und Bereitstellung der US,0
primary school children were injured when the trailer they were in became detached from the tractor pulling it.,0
"Gennady Padalka, der die weltbekannte russische weltbekannte Gennady Padalka",0
have signed a new midfielder on a two-year contract following his release from the National League rivals Forest Green Rovers,0
a golf company director has been jailed after a ball collector drowned in a freezing course lake.,0
"Google is aiming to expand the network to more rural areas, the researchers say. They say they are aiming to expand the network to more",1
"A ""boiling hot"" water pipe burst above two classrooms at a new school, the MSP said.",1
"have released CCTV images of a man they want to trace over ""violent attack"" in the Gorbals area of Glasgow.",0
Sharks striker Mark Easter announced he will retire at the end of the season to take up an teaching role.,0
Henry Pyrgos is ready to make the most of what could be his unique chance to captain Scotland at this World Cup.,0
Law Commission has said it is urging people with disabilities to be screened for dementia and learning difficulties.,1
Graeme Shinnie's 25-yard strike secured Aberdeen a narrow victory over Apollon Limassol in the first,0
"Das ist das stärkste signal signal, dass Großbritannien versucht, einen „hard exit“ aus der Europäische",0
"Keiron Cunningham, former St Helens head coach Keiron Cunningham has been appointed head of rugby at Leigh Centurions",0
"Ill-health or disability zwingt einen auf acht Menschen, wenn es um eine Krankheit geht, um eine Behinderung,",0
"A few days before the game is over, it's a good idea to wait a little bit longer to play the game.",1
"fans hurled bricks and bottles at each other in a ""violent clash"" before aston Villa beat Leicester City.",0
"Dr John Hinds, einem der „flying doctors“ von Irish road racing, wurde Tributes gezahlt.",0
Ein Vermögensmolgul wird von der gleichen gleichen gleichen gleichen gleichen gleichen gleichen gleichen gleichen gleiches,0
Aliona Vilani says she has left the club after winning the glitterball trophy with Jay McGuiness.,1
A £1.1m project has been completed to transform Gedling Colliery's former site into a country park.,1
"Samantha Cristoforetti, italien's first female astronaut, spends almost six months on the International Space Station.",0
"Mount Etna is the world's largest volcano, the volcanoes tycoons, and the volcanoes",0
"Cardiff has been set up to hire a public bicycle hire scheme in the city, the city council said.",1
"In 2013, more than 50,000 people earned more than £100,000 in the NHS, according to a government investigation.",1
": Identity is a sensitive and controversial issue in Nepal, una country in flux as the rédaction of a new constitution",0
"Billy Root, younger brother of England Test captain Joe, hit an unbeaten 107 at Edgbaston. Billy Root,",0
"Eduardo Cunha has been arrested in the case of corruption in the Federal Republic of Brazil, the Federal Republic of Brazil, on Friday.",1
Vicky McClure reveals she was ordered off a tram named in her honour after being accused of fare evasion.,0
England's Eddie Jones will name the 45-man Elite Player Squad squad ahead of the autumn Tests at 10:00 BST on Friday,1
"Boeing said it would not sell its aircraft to its rivals, and said it would not sell its aircraft to its competitors.",1
"Dublin Police have ruled out any involvement in the incident, and said they are investigating the case.",1
Swansea City's manager says they are out of time in the bid to avoid Premier League relegation,1
"Britain has been trying to avoid a ""hard exit"" from the EU, and the EU has been trying to avoid a ""hard exit",1
"the restaurant in a north-western spanish town flew from the restaurant without paying, said the owner.",0
",, presented to Doncaster's mayor at a ceremony marking the end of mining in the region.",0
A teenager has been sentenced to life in prison after being left with severe head injuries after a roof fall.,1
"A hotel and apartment complex in Dorset has been approved by English Heritage after being deemed to be a ""hammer-blow"".",1
"Teachers should ignore the rules to promote ""fundamental British values"", a conference heard.",1
"Ireland were not able to play in the first qualifying round, and the team was unable to play in the first qualifying round.",1
China's animal rights campaigners say they are urging them to take action to prevent dog-eating in the south-west.,1
has deployed thousands of undercover agents to enforce rules on dress has cast the spotlight on an institution that is a major feature of daily life,0
Coronation lords in Cornwall will be urged to call on the health secretary to take action to prevent dementia.,1
"Zinedine Zidane behält sich das Recht vor, die Real Madrid Reserven solange zu leiten, bis sein Berufung",0
"Britain will be ""freer, fairer and better off"" outside the EU, Gove said.",1
"Hundreds of ads have been made to cover the cost of broadband, the charity said. It said it is urging people to consider buying the",1
"the ""litter police"". Privately contracted so-called ""litter police"" have been removed from service by a council after an",0
"will not be ordered to recall its semi-autonomous cars in the US, following a fatal crash in May 2016.",0
"a ""serious but stable"" condition in an attack being treated by police as attempted murder.",0
Police investigate complaint about a mural at an Edinburgh primary school which features a golliwog.,0
Darren Lee has been jailed for two years and sentenced to six months in prison.,1
"'s National League for Democracy (NLD) candidates to be president, confirming that its leader Aung San Suu Kyi",0
Mauritius international goalkeeper Joseph Kinsley Steward Leopold has been arrested in a court-martial in the summer of,1
a man near a barracks is not linked to an investigation into a kidnap bid at RAF Marham,0
the tides pass. Scientists have measured the way Loch Ness tilts back and forth as Scotland bends with the passing of,0
the Scottish Council elections last week - the SNP won 32% of the first preference votes.,0
Pauwels won his first stage in the Tour de Yorkshire in the first stage of the tour.,1
Ein Sydney man who helped seven young men travel from Australia to Syria to join the Islamic State conflict travelled from Australia to Syria.,0
Police have arrested more than 50 people in part of an investigation into suspected matchfixing in italien football.,0
"Die neue 12-sided £1-Mose wird auf 12 Seiten in Kraft treten, die die französische Karte",0
Colin Montgomerie was the first person to play the game in the Royal Troon and the first person to play the game.,1
"South Africa have won two World Cups in the last two weeks, and South Africa have won two World Cups in the last two weeks.",1
Abdullah Hayayei's body was reportedly found on the ground at the time of his death.,1
Costa Concordia cruise ship was seized on the Costa Concordia cruise ship in the summer of 2012.,1
"Scotland head coach Vern Cotter said: ""We are lining up for the arm wrestle and are showing more explosiveness ahead of the",1
The Scottish government has announced that it will fund an initiative to reduce the cost of offshore wind energy.,1
"James Corden hat es gewagt - er hat die Idee, drei Episoden seiner late night US talk show",0
"Welsh Secretary Alun Cairns says he has rejected calls for a ""softer"" Brexit.",1
A paramedic was struck off after posting comments on social media on the social media page of Stafford Hospital.,1
"Fleetwood Town have agreed to sign former Premier League defender Joe Davis, the club's manager said.",1
France's governing body says they are preparing to take over the French presidency in a parliamentary debate,1
", Alberto Fujimori, says he will publish excerpts from his memoirs on the social media website Twitter and Facebook.",0
Pet owners who bag up dog poo on beaches are threatening the safety of people who visit seaside.,1
Celtic Celtic were once again the biggest movers and shakers in the Scottish Premiership during January. Celtic were once again the biggest,0
"Russia has said it is ""reminiscent of a witch-hunt"" in the case of a hacking campaign aimed at the US presidential",1
6-2 6-4 win over Marcelo Melo and Ivan Dodig in the Monte Carlo Masters final. Jamie Murray and Bruno So,0
Real Madrid beat Real Madrid 2-1 2-1 2-1 2-1 2-1 2-1 2-1 2-1 2-1 2-1 2-1 2-1,0
"Ireland has been awarded the Certificate of Irish Heritage in the last year, the first of which is to be awarded to people of Irish descent.",1
A charity has criticised a series of ads which it claims are offensive to people with facial burns.,0
Ian St John has called on the Football Club to look after former Liverpool players who have dementia and Alzheimer's disease.,1
"Die Eltern eines dreimonatigen, schwer verletzten, auf einem Bus gefundenen Babys, denknapften den",0
"Prince Tommy Williams, who served as a child soldier in Sierra Leone, was one of hundreds of volunteers who helped fight the spread of E",0
Wales dairy farmers have been encouraged to play a part in a parliamentary debate on the price of milk in the region.,1
Cameron has been telling reporters that this election campaign isn't about photo opportunities but more about the long term economic revival in the UK.,1
"Eine Beziehung, 10 Olympia-Goldmedaten. Eine Beziehung, 10 olympische Goldmedaten.",0
Voters are expressing their concerns about the Scottish Parliament's future in a new survey commissioned by BBC Scotland.,1
"North Korean scientists have invented a hangover-free alcohol, according to Pyongyang Times.",1
Belfast Police have reopened a road in west Belfast after an emergency alert was issued.,1
Der russische Verteidigungsministerium hat die Angehörige des türkischen Präsidenten Recep Tayyip,0
Biomass boiler owners are urging government officials to take action to protect their boilers.,1
"leader Nick Clegg has said the broadcasters should come up with ""other proposals"" for the television election debates.",0
A trust head says he may have to cut hours to save money to pay for school work.,1
A Holyrood by-election is to be held on the same day as the UK's snap general election on 8 June,0
Jeremy Corbyn has been replaced as Labour's front bench for the first time since he was re-elected.,1
"Ein Mann hat gesetzt, um den ersten offiziellen Weltrekord für Schwimmen über das Atlantic Ocean zu setzen.",0
Khalid Sheikh Mohammed and four others accused over the 9/11 attacks appear in a military tribunal for the first time in five months.,0
late goal by Craig McAllister saw Eastleigh end a run of four straight defeats as they held Aldershot 10 men in,0
Kevan Hurst has been linked with the option to move to Manchester United until the end of next season.,1
"Angharad Rees, who died of cancer at the age of 63, was the first Welsh actress to appear in the film",1
"Ein Man wurde inculpiert nachdem zwei Frauen angegriffen wurden, die sie in Studentenunterkünften in",0
"BBC's production arm has said it is concerned about reports of a ""disappointing"" job cuts.",1
Wakefield Trinity Wildcats chairman Michael Carter says the club could be forced to leave their Belle Vue home after serving notice to the administrators,0
the target of the British army has been cut back by more than 20 000 - three years ahead of target.,0
"BBC Wales has pledged to work with the UK's arts and science institutions to promote the ""world's greatest cultural force"" in the",1
Der pro-independence blogger hinter der Website Wings Over Scotland ist für alleged online harassment verantwortlich.,0
"West Ham boss Bilic says he was ""angry and frustrated"" after failing to reach Europa League group stage.",1
"Rafael Nadal, the first player in the French Open, has won a record of 10 titles for the first time in his career.",1
"Your friend Monica calls you, agitated and angry, asking: ""Why did you write that horrible thing about Ross?""",0
Northern Ireland Fire and Rescue Service (NIFRS) has been evacuated from the city centre after a blaze broke out in the town,1
England midfielder Sam Tomkins will join Wigan on a four-year deal after signing with New Zealand Warriors,1
